winner,loser,winner_wins,loser_wins,total_games,win_percentage,lose_percentage
zelda,fox,1433,1328,2761,51.90,48.10
mewtwo,pit,219,203,422,51.90,48.10
robin,miigunner,397,368,765,51.90,48.10
ike,greninja,1316,1220,2536,51.89,48.11
bowser,shulk,1550,1437,2987,51.89,48.11
corrin,sheik,453,420,873,51.89,48.11
kirby,jigglypuff,1675,1553,3228,51.89,48.11
villager,ganondorf,481,446,927,51.89,48.11
banjokazooie,isabelle,785,728,1513,51.88,48.12
diddykong,mrgameandwatch,1681,1559,3240,51.88,48.12
pit,darkpit,386,358,744,51.88,48.12
isabelle,mewtwo,455,422,877,51.88,48.12
donkeykong,diddykong,1753,1626,3379,51.88,48.12
wolf,sora,2017,1871,3888,51.88,48.12
younglink,rosalina,416,386,802,51.87,48.13
pokemontrainer,pikachu,3010,2793,5803,51.87,48.13
pichu,metaknight,361,335,696,51.87,48.13
toonlink,lucario,375,348,723,51.87,48.13
darksamus,sonic,1196,1110,2306,51.86,48.14
ike,peach,779,723,1502,51.86,48.14
wolf,cloud,5581,5180,10761,51.86,48.14
toonlink,villager,376,349,725,51.86,48.14
yoshi,pyra,3942,3659,7601,51.86,48.14
pokemontrainer,ganondorf,2342,2174,4516,51.86,48.14
terry,darksamus,1185,1100,2285,51.86,48.14
metaknight,samus,712,661,1373,51.86,48.14
mewtwo,lucario,377,350,727,51.86,48.14
chrom,sephiroth,615,571,1186,51.85,48.15
palutena,yoshi,5048,4687,9735,51.85,48.15
drmario,samus,857,796,1653,51.85,48.15
rosalina,samus,605,562,1167,51.84,48.16
yoshi,simon,394,366,760,51.84,48.16
rob,iceclimbers,1168,1085,2253,51.84,48.16
minmin,greninja,1299,1207,2506,51.84,48.16
ness,mario,4123,3831,7954,51.84,48.16
captainfalcon,cloud,4519,4199,8718,51.84,48.16
megaman,isabelle,452,420,872,51.83,48.17
yoshi,zerosuitsamus,2275,2114,4389,51.83,48.17
wario,jigglypuff,1188,1104,2292,51.83,48.17
banjokazooie,pyra,1967,1828,3795,51.83,48.17
simon,ken,184,171,355,51.83,48.17
mewtwo,kirby,624,580,1204,51.83,48.17
kazuya,isabelle,866,805,1671,51.83,48.17
metaknight,kirby,583,542,1125,51.82,48.18
incineroar,sephiroth,1740,1618,3358,51.82,48.18
link,captainfalcon,2956,2749,5705,51.81,48.19
villager,zerosuitsamus,600,558,1158,51.81,48.19
yoshi,wolf,4572,4252,8824,51.81,48.19
younglink,ridley,958,891,1849,51.81,48.19
darkpit,daisy,143,133,276,51.81,48.19
younglink,lucario,515,479,994,51.81,48.19
bowserjr,daisy,186,173,359,51.81,48.19
luigi,ken,1331,1238,2569,51.81,48.19
darksamus,iceclimbers,215,200,415,51.81,48.19
rob,bowserjr,1968,1831,3799,51.80,48.20
inkling,pichu,1250,1163,2413,51.80,48.20
richter,pikachu,563,524,1087,51.79,48.21
pichu,sheik,231,215,446,51.79,48.21
palutena,duckhunt,1403,1306,2709,51.79,48.21
ganondorf,sheik,521,485,1006,51.79,48.21
daisy,mario,420,391,811,51.79,48.21
pyra,random,652,607,1259,51.79,48.21
richter,miibrawler,334,311,645,51.78,48.22
shulk,rosalina,276,257,533,51.78,48.22
megaman,younglink,803,748,1551,51.77,48.23
ganondorf,roy,1654,1541,3195,51.77,48.23
robin,ike,1143,1065,2208,51.77,48.23
bowserjr,metaknight,469,437,906,51.77,48.23
banjokazooie,cloud,2921,2722,5643,51.76,48.24
captainfalcon,hero,2159,2012,4171,51.76,48.24
villager,wiifittrainer,485,452,937,51.76,48.24
kingkrool,sheik,603,562,1165,51.76,48.24
piranhaplant,pyra,1574,1467,3041,51.76,48.24
olimar,yoshi,721,672,1393,51.76,48.24
corrin,marth,618,576,1194,51.76,48.24
miiswordfighter,iceclimbers,206,192,398,51.76,48.24
shulk,captainfalcon,1354,1262,2616,51.76,48.24
richter,robin,383,357,740,51.76,48.24
jigglypuff,sheik,517,482,999,51.75,48.25
inkling,bowser,4185,3902,8087,51.75,48.25
drmario,bowser,1406,1311,2717,51.75,48.25
greninja,daisy,296,276,572,51.75,48.25
cloud,isabelle,1806,1684,3490,51.75,48.25
daisy,piranhaplant,178,166,344,51.74,48.26
diddykong,pikachu,1560,1455,3015,51.74,48.26
megaman,cloud,1785,1665,3450,51.74,48.26
banjokazooie,miiswordfighter,521,486,1007,51.74,48.26
drmario,wolf,1310,1222,2532,51.74,48.26
mrgameandwatch,ken,1015,947,1962,51.73,48.27
younglink,corrin,866,808,1674,51.73,48.27
darksamus,rosalina,224,209,433,51.73,48.27
greninja,metaknight,703,656,1359,51.73,48.27
fox,daisy,374,349,723,51.73,48.27
mario,metaknight,958,894,1852,51.73,48.27
olimar,younglink,405,378,783,51.72,48.28
wario,inkling,1575,1470,3045,51.72,48.28
donkeykong,pokemontrainer,3338,3116,6454,51.72,48.28
isabelle,rosalina,302,282,584,51.71,48.29
wario,metaknight,514,480,994,51.71,48.29
bowser,littlemac,3054,2852,5906,51.71,48.29
pit,pyra,923,862,1785,51.71,48.29
miiswordfighter,cloud,1029,961,1990,51.71,48.29
chrom,byleth,787,735,1522,51.71,48.29
cloud,mewtwo,1502,1403,2905,51.70,48.30
ganondorf,drmario,912,852,1764,51.70,48.30
sora,peach,684,639,1323,51.70,48.30
miigunner,sonic,1020,953,1973,51.70,48.30
peach,fox,1005,939,1944,51.70,48.30
younglink,pit,518,484,1002,51.70,48.30
miibrawler,diddykong,855,799,1654,51.69,48.31
inkling,zelda,2125,1986,4111,51.69,48.31
cloud,corrin,2233,2087,4320,51.69,48.31
palutena,megaman,1637,1530,3167,51.69,48.31
isabelle,simon,199,186,385,51.69,48.31
ken,ness,1609,1504,3113,51.69,48.31
incineroar,link,2149,2009,4158,51.68,48.32
megaman,miibrawler,461,431,892,51.68,48.32
ken,minmin,1359,1271,2630,51.67,48.33
pit,kirby,433,405,838,51.67,48.33
sora,corrin,1021,955,1976,51.67,48.33
miibrawler,wario,573,536,1109,51.67,48.33
pichu,falco,807,755,1562,51.66,48.34
chrom,corrin,467,437,904,51.66,48.34
sonic,ryu,1012,947,1959,51.66,48.34
duckhunt,ryu,343,321,664,51.66,48.34
fox,roy,2339,2189,4528,51.66,48.34
mario,shulk,1141,1068,2209,51.65,48.35
luigi,villager,688,644,1332,51.65,48.35
falco,pit,782,732,1514,51.65,48.35
richter,bowserjr,470,440,910,51.65,48.35
sonic,inkling,2711,2538,5249,51.65,48.35
miigunner,miiswordfighter,361,338,699,51.65,48.35
drmario,ness,1555,1456,3011,51.64,48.36
incineroar,mario,2566,2403,4969,51.64,48.36
pacman,duckhunt,709,664,1373,51.64,48.36
kirby,random,473,443,916,51.64,48.36
peach,zerosuitsamus,822,770,1592,51.63,48.37
pokemontrainer,mrgameandwatch,2816,2638,5454,51.63,48.37
toonlink,younglink,918,860,1778,51.63,48.37
pokemontrainer,wolf,4766,4466,9232,51.62,48.38
pikachu,mewtwo,923,865,1788,51.62,48.38
miibrawler,pacman,1070,1003,2073,51.62,48.38
jigglypuff,random,577,541,1118,51.61,48.39
minmin,inkling,1732,1624,3356,51.61,48.39
cloud,zelda,3401,3189,6590,51.61,48.39
hero,kingkrool,1944,1823,3767,51.61,48.39
wiifittrainer,chrom,611,573,1184,51.60,48.40
shulk,fox,918,861,1779,51.60,48.40
lucas,sora,1192,1118,2310,51.60,48.40
greninja,pit,419,393,812,51.60,48.40
rosalina,metaknight,194,182,376,51.60,48.40
ness,cloud,6390,5995,12385,51.59,48.41
peach,ness,1458,1368,2826,51.59,48.41
lucario,daisy,162,152,314,51.59,48.41
banjokazooie,falco,1718,1612,3330,51.59,48.41
rosalina,wolf,893,838,1731,51.59,48.41
sora,shulk,715,671,1386,51.59,48.41
zelda,bowser,3026,2840,5866,51.59,48.41
incineroar,jigglypuff,2083,1955,4038,51.58,48.42
chrom,cloud,1660,1558,3218,51.58,48.42
darkpit,pyra,1058,993,2051,51.58,48.42
mrgameandwatch,villager,620,582,1202,51.58,48.42
wario,bowser,2074,1947,4021,51.58,48.42
fox,inkling,2272,2133,4405,51.58,48.42
pichu,pokemontrainer,1392,1307,2699,51.57,48.43
richter,wiifittrainer,606,569,1175,51.57,48.43
wolf,zerosuitsamus,2704,2539,5243,51.57,48.43
ness,mrgameandwatch,3376,3170,6546,51.57,48.43
villager,littlemac,509,478,987,51.57,48.43
pichu,wolf,1544,1450,2994,51.57,48.43
ridley,mario,1610,1512,3122,51.57,48.43
piranhaplant,bowser,2120,1991,4111,51.57,48.43
pichu,bowser,1397,1312,2709,51.57,48.43
link,lucario,740,695,1435,51.57,48.43
diddykong,palutena,2472,2322,4794,51.56,48.44
ike,pokemontrainer,2359,2216,4575,51.56,48.44
snake,ryu,1353,1271,2624,51.56,48.44
cloud,fox,3465,3255,6720,51.56,48.44
littlemac,joker,3447,3239,6686,51.56,48.44
kirby,joker,2656,2496,5152,51.55,48.45
terry,banjokazooie,2247,2112,4359,51.55,48.45
ness,zerosuitsamus,2364,2222,4586,51.55,48.45
richter,simon,200,188,388,51.55,48.45
fox,kirby,1152,1083,2235,51.54,48.46
samus,diddykong,1553,1460,3013,51.54,48.46
wolf,kirby,2022,1901,3923,51.54,48.46
miiswordfighter,daisy,117,110,227,51.54,48.46
bowser,metaknight,1139,1071,2210,51.54,48.46
darkpit,sephiroth,721,678,1399,51.54,48.46
cloud,zerosuitsamus,3123,2937,6060,51.53,48.47
miibrawler,bowserjr,622,585,1207,51.53,48.47
corrin,zerosuitsamus,877,825,1702,51.53,48.47
miiswordfighter,kingkrool,760,715,1475,51.53,48.47
kingdedede,pikachu,1960,1844,3804,51.52,48.48
sonic,ike,1744,1641,3385,51.52,48.48
joker,corrin,2203,2073,4276,51.52,48.48
ike,ridley,1040,979,2019,51.51,48.49
wiifittrainer,greninja,1196,1126,2322,51.51,48.49
donkeykong,piranhaplant,1470,1384,2854,51.51,48.49
wario,megaman,650,612,1262,51.51,48.49
bayonetta,sephiroth,1472,1386,2858,51.50,48.50
younglink,zerosuitsamus,1303,1227,2530,51.50,48.50
sora,random,361,340,701,51.50,48.50
yoshi,sephiroth,2322,2187,4509,51.50,48.50
lucario,jigglypuff,654,616,1270,51.50,48.50
ike,mario,2051,1932,3983,51.49,48.51
donkeykong,mrgameandwatch,2053,1934,3987,51.49,48.51
ridley,villager,397,374,771,51.49,48.51
rob,yoshi,4731,4457,9188,51.49,48.51
kazuya,ryu,847,798,1645,51.49,48.51
simon,terry,346,326,672,51.49,48.51
wiifittrainer,terry,1785,1682,3467,51.49,48.51
rosalina,donkeykong,694,654,1348,51.48,48.52
toonlink,diddykong,799,753,1552,51.48,48.52
greninja,cloud,3043,2868,5911,51.48,48.52
cloud,falco,4181,3941,8122,51.48,48.52
mario,falco,2741,2584,5325,51.47,48.53
shulk,jigglypuff,787,742,1529,51.47,48.53
kirby,byleth,1418,1337,2755,51.47,48.53
donkeykong,greninja,1840,1735,3575,51.47,48.53
minmin,snake,2686,2533,5219,51.47,48.53
metaknight,shulk,405,382,787,51.46,48.54
kingkrool,toonlink,1252,1181,2433,51.46,48.54
hero,link,1887,1780,3667,51.46,48.54
roy,corrin,1411,1331,2742,51.46,48.54
sora,joker,2743,2588,5331,51.45,48.55
peach,zelda,763,720,1483,51.45,48.55
lucas,daisy,302,285,587,51.45,48.55
metaknight,zerosuitsamus,533,503,1036,51.45,48.55
ken,greninja,819,773,1592,51.44,48.56
pyra,lucario,768,725,1493,51.44,48.56
bowserjr,donkeykong,1429,1349,2778,51.44,48.56
ken,ridley,698,659,1357,51.44,48.56
snake,ike,2491,2352,4843,51.44,48.56
zerosuitsamus,pit,520,491,1011,51.43,48.57
miiswordfighter,zerosuitsamus,431,407,838,51.43,48.57
robin,kazuya,1225,1157,2382,51.43,48.57
peach,daisy,307,290,597,51.42,48.58
hero,daisy,271,256,527,51.42,48.58
bayonetta,pacman,1592,1504,3096,51.42,48.58
mrgameandwatch,miibrawler,1177,1112,2289,51.42,48.58
donkeykong,fox,1905,1800,3705,51.42,48.58
snake,darksamus,1107,1046,2153,51.42,48.58
younglink,metaknight,455,430,885,51.41,48.59
ridley,yoshi,1789,1691,3480,51.41,48.59
yoshi,kingkrool,3441,3253,6694,51.40,48.60
yoshi,mrgameandwatch,2912,2753,5665,51.40,48.60
megaman,incineroar,880,832,1712,51.40,48.60
drmario,lucas,698,660,1358,51.40,48.60
miigunner,ness,974,921,1895,51.40,48.60
banjokazooie,greninja,1177,1113,2290,51.40,48.60
sonic,shulk,1087,1028,2115,51.39,48.61
metaknight,ridley,461,436,897,51.39,48.61
captainfalcon,incineroar,2878,2722,5600,51.39,48.61
pikachu,falco,2049,1938,3987,51.39,48.61
sora,mrgameandwatch,1479,1399,2878,51.39,48.61
villager,pyra,758,717,1475,51.39,48.61
miigunner,zelda,500,473,973,51.39,48.61
simon,shulk,130,123,253,51.38,48.62
mrgameandwatch,mewtwo,893,845,1738,51.38,48.62
minmin,ike,1377,1303,2680,51.38,48.62
zelda,metaknight,596,564,1160,51.38,48.62
palutena,wario,2256,2135,4391,51.38,48.62
yoshi,miigunner,859,813,1672,51.38,48.62
richter,steve,841,796,1637,51.37,48.63
littlemac,wolf,2225,2106,4331,51.37,48.63
link,lucas,1647,1559,3206,51.37,48.63
bowserjr,kazuya,1106,1047,2153,51.37,48.63
diddykong,fox,1575,1491,3066,51.37,48.63
pichu,diddykong,676,640,1316,51.37,48.63
bayonetta,wiifittrainer,1221,1156,2377,51.37,48.63
robin,samus,1279,1211,2490,51.37,48.63
pyra,pikachu,2824,2674,5498,51.36,48.64
robin,kingdedede,1281,1213,2494,51.36,48.64
rob,richter,1190,1127,2317,51.36,48.64
joker,sephiroth,3120,2956,6076,51.35,48.65
hero,lucas,1337,1267,2604,51.34,48.66
sora,pichu,518,491,1009,51.34,48.66
bowserjr,villager,327,310,637,51.33,48.67
samus,falco,2540,2408,4948,51.33,48.67
mewtwo,zerosuitsamus,789,748,1537,51.33,48.67
richter,lucario,251,238,489,51.33,48.67
zelda,yoshi,2612,2477,5089,51.33,48.67
diddykong,zelda,1316,1248,2564,51.33,48.67
sonic,kingkrool,2498,2370,4868,51.31,48.69
captainfalcon,roy,3325,3155,6480,51.31,48.69
lucas,cloud,2958,2807,5765,51.31,48.69
zerosuitsamus,sora,1100,1044,2144,51.31,48.69
mewtwo,joker,1652,1568,3220,51.30,48.70
mewtwo,jigglypuff,866,822,1688,51.30,48.70
rosalina,falco,614,583,1197,51.29,48.71
greninja,pikachu,1846,1753,3599,51.29,48.71
daisy,zerosuitsamus,338,321,659,51.29,48.71
pokemontrainer,hero,2211,2100,4311,51.29,48.71
luigi,darksamus,1016,965,1981,51.29,48.71
villager,incineroar,538,511,1049,51.29,48.71
lucas,lucario,539,512,1051,51.28,48.72
pokemontrainer,mewtwo,1200,1140,2340,51.28,48.72
random,metaknight,160,152,312,51.28,48.72
miibrawler,chrom,461,438,899,51.28,48.72
piranhaplant,wolf,1847,1755,3602,51.28,48.72
toonlink,chrom,482,458,940,51.28,48.72
ness,diddykong,2292,2178,4470,51.28,48.72
bowserjr,ness,1894,1800,3694,51.27,48.73
pokemontrainer,chrom,1252,1190,2442,51.27,48.73
greninja,littlemac,1294,1230,2524,51.27,48.73
diddykong,sonic,1804,1715,3519,51.26,48.74
mario,kingkrool,2640,2510,5150,51.26,48.74
inkling,greninja,2034,1934,3968,51.26,48.74
hero,rosalina,489,465,954,51.26,48.74
palutena,zelda,2960,2815,5775,51.26,48.74
piranhaplant,lucario,368,350,718,51.25,48.75
rob,terry,4235,4028,8263,51.25,48.75
miibrawler,fox,983,935,1918,51.25,48.75
kingdedede,drmario,922,877,1799,51.25,48.75
zerosuitsamus,darksamus,533,507,1040,51.25,48.75
darkpit,random,205,195,400,51.25,48.75
banjokazooie,bowserjr,1026,976,2002,51.25,48.75
captainfalcon,sheik,945,899,1844,51.25,48.75
olimar,bowserjr,226,215,441,51.25,48.75
wario,darksamus,411,391,802,51.25,48.75
villager,ryu,185,176,361,51.25,48.75
pit,corrin,412,392,804,51.24,48.76
ness,piranhaplant,1918,1825,3743,51.24,48.76
pikachu,random,475,452,927,51.24,48.76
sonic,villager,664,632,1296,51.23,48.77
donkeykong,yoshi,3427,3262,6689,51.23,48.77
miiswordfighter,younglink,457,435,892,51.23,48.77
banjokazooie,littlemac,1416,1348,2764,51.23,48.77
rob,miibrawler,1613,1536,3149,51.22,48.78
pit,sephiroth,503,479,982,51.22,48.78
random,sheik,147,140,287,51.22,48.78
yoshi,piranhaplant,1786,1701,3487,51.22,48.78
simon,wiifittrainer,232,221,453,51.21,48.79
shulk,chrom,443,422,865,51.21,48.79
bowser,kingkrool,4161,3964,8125,51.21,48.79
wario,lucas,934,890,1824,51.21,48.79
chrom,sheik,276,263,539,51.21,48.79
ken,darksamus,512,488,1000,51.20,48.80
pyra,olimar,662,631,1293,51.20,48.80
pichu,jigglypuff,792,755,1547,51.20,48.80
megaman,inkling,1179,1124,2303,51.19,48.81
luigi,lucas,1887,1799,3686,51.19,48.81
ike,ganondorf,1353,1290,2643,51.19,48.81
wiifittrainer,falco,1788,1705,3493,51.19,48.81
diddykong,pokemontrainer,2291,2185,4476,51.18,48.82
zelda,littlemac,1540,1469,3009,51.18,48.82
ganondorf,link,1757,1676,3433,51.18,48.82
drmario,megaman,415,396,811,51.17,48.83
lucario,random,175,167,342,51.17,48.83
sephiroth,jigglypuff,1711,1633,3344,51.17,48.83
zelda,wario,988,943,1931,51.17,48.83
sonic,drmario,947,904,1851,51.16,48.84
younglink,mrgameandwatch,1674,1598,3272,51.16,48.84
drmario,wiifittrainer,683,652,1335,51.16,48.84
iceclimbers,lucas,490,468,958,51.15,48.85
piranhaplant,shulk,557,532,1089,51.15,48.85
robin,zelda,1026,980,2006,51.15,48.85
falco,shulk,1028,982,2010,51.14,48.86
drmario,donkeykong,1207,1153,2360,51.14,48.86
samus,isabelle,1051,1004,2055,51.14,48.86
falco,zerosuitsamus,1789,1709,3498,51.14,48.86
roy,darkpit,851,813,1664,51.14,48.86
megaman,donkeykong,896,856,1752,51.14,48.86
minmin,robin,1211,1157,2368,51.14,48.86
ridley,falco,1548,1479,3027,51.14,48.86
pokemontrainer,inkling,3661,3498,7159,51.14,48.86
banjokazooie,metaknight,497,475,972,51.13,48.87
piranhaplant,bayonetta,950,908,1858,51.13,48.87
inkling,miibrawler,1088,1040,2128,51.13,48.87
falco,bowser,3836,3667,7503,51.13,48.87
peach,isabelle,454,434,888,51.13,48.87
darkpit,corrin,547,523,1070,51.12,48.88
drmario,bowserjr,570,545,1115,51.12,48.88
shulk,villager,343,328,671,51.12,48.88
pokemontrainer,metaknight,1172,1121,2293,51.11,48.89
bayonetta,littlemac,1265,1210,2475,51.11,48.89
samus,ness,3038,2906,5944,51.11,48.89
inkling,hero,1798,1720,3518,51.11,48.89
villager,falco,669,640,1309,51.11,48.89
peach,ridley,532,509,1041,51.10,48.90
wolf,pit,995,952,1947,51.10,48.90
peach,olimar,324,310,634,51.10,48.90
miigunner,isabelle,301,288,589,51.10,48.90
terry,zelda,2273,2175,4448,51.10,48.90
fox,captainfalcon,2484,2377,4861,51.10,48.90
captainfalcon,piranhaplant,1604,1535,3139,51.10,48.90
wario,daisy,279,267,546,51.10,48.90
daisy,olimar,93,89,182,51.10,48.90
mewtwo,ganondorf,629,602,1231,51.10,48.90
kazuya,lucas,1282,1227,2509,51.10,48.90
richter,yoshi,957,916,1873,51.09,48.91
pokemontrainer,isabelle,1354,1296,2650,51.09,48.91
banjokazooie,captainfalcon,2034,1947,3981,51.09,48.91
terry,iceclimbers,962,921,1883,51.09,48.91
toonlink,ganondorf,845,809,1654,51.09,48.91
shulk,miiswordfighter,259,248,507,51.08,48.92
toonlink,greninja,990,948,1938,51.08,48.92
inkling,kingkrool,2456,2352,4808,51.08,48.92
simon,drmario,142,136,278,51.08,48.92
donkeykong,terry,3031,2903,5934,51.08,48.92
ness,miibrawler,1570,1504,3074,51.07,48.93
ganondorf,littlemac,1718,1646,3364,51.07,48.93
link,piranhaplant,1244,1192,2436,51.07,48.93
wolf,greninja,2934,2812,5746,51.06,48.94
roy,pyra,3157,3026,6183,51.06,48.94
drmario,sora,580,556,1136,51.06,48.94
palutena,simon,556,533,1089,51.06,48.94
luigi,ike,1916,1837,3753,51.05,48.95
megaman,olimar,243,233,476,51.05,48.95
daisy,ness,587,563,1150,51.04,48.96
zerosuitsamus,roy,1862,1786,3648,51.04,48.96
toonlink,sephiroth,837,803,1640,51.04,48.96
link,pichu,987,947,1934,51.03,48.97
bowserjr,rosalina,347,333,680,51.03,48.97
ryu,link,621,596,1217,51.03,48.97
darkpit,chrom,349,335,684,51.02,48.98
incineroar,falco,2551,2449,5000,51.02,48.98
peach,falco,951,913,1864,51.02,48.98
megaman,zerosuitsamus,777,746,1523,51.02,48.98
fox,kingkrool,1514,1454,2968,51.01,48.99
wario,mewtwo,534,513,1047,51.00,49.00
terry,pacman,2396,2302,4698,51.00,49.00
richter,metaknight,204,196,400,51.00,49.00
piranhaplant,pokemontrainer,1718,1651,3369,50.99,49.01
villager,mewtwo,231,222,453,50.99,49.01
megaman,darksamus,360,346,706,50.99,49.01
miiswordfighter,steve,906,871,1777,50.98,49.02
banjokazooie,roy,1478,1421,2899,50.98,49.02
incineroar,joker,3631,3491,7122,50.98,49.02
donkeykong,samus,2490,2394,4884,50.98,49.02
chrom,littlemac,727,699,1426,50.98,49.02
diddykong,ganondorf,1040,1000,2040,50.98,49.02
bowser,lucas,2629,2528,5157,50.98,49.02
kazuya,inkling,1615,1553,3168,50.98,49.02
cloud,byleth,3621,3482,7103,50.98,49.02
drmario,littlemac,913,878,1791,50.98,49.02
miibrawler,sonic,1122,1079,2201,50.98,49.02
pit,pichu,236,227,463,50.97,49.03
ike,fox,1157,1113,2270,50.97,49.03
sephiroth,byleth,1710,1645,3355,50.97,49.03
younglink,sephiroth,1054,1014,2068,50.97,49.03
shulk,inkling,1265,1217,2482,50.97,49.03
simon,ike,291,280,571,50.96,49.04
shulk,greninja,926,891,1817,50.96,49.04
duckhunt,kingkrool,1007,969,1976,50.96,49.04
pikachu,ridley,1272,1224,2496,50.96,49.04
zelda,olimar,345,332,677,50.96,49.04
peach,miibrawler,478,460,938,50.96,49.04
metaknight,palutena,1120,1078,2198,50.96,49.04
donkeykong,minmin,1842,1773,3615,50.95,49.05
littlemac,jigglypuff,1790,1723,3513,50.95,49.05
pikachu,captainfalcon,2592,2495,5087,50.95,49.05
kingdedede,falco,2433,2342,4775,50.95,49.05
megaman,roy,1016,978,1994,50.95,49.05
iceclimbers,sephiroth,591,569,1160,50.95,49.05
richter,palutena,1266,1219,2485,50.95,49.05
lucas,pit,567,546,1113,50.94,49.06
rob,palutena,5788,5574,11362,50.94,49.06
ryu,bayonetta,541,521,1062,50.94,49.06
snake,ken,1436,1383,2819,50.94,49.06
fox,pikachu,2006,1932,3938,50.94,49.06
miibrawler,captainfalcon,1276,1229,2505,50.94,49.06
pacman,shulk,898,865,1763,50.94,49.06
pichu,sonic,983,947,1930,50.93,49.07
inkling,cloud,4482,4318,8800,50.93,49.07
miigunner,peach,274,264,538,50.93,49.07
chrom,mrgameandwatch,1042,1004,2046,50.93,49.07
robin,ryu,412,397,809,50.93,49.07
villager,yoshi,880,848,1728,50.93,49.07
bowserjr,terry,1625,1566,3191,50.92,49.08
chrom,mewtwo,303,292,595,50.92,49.08
banjokazooie,fox,1049,1011,2060,50.92,49.08
toonlink,miiswordfighter,333,321,654,50.92,49.08
corrin,lucario,333,321,654,50.92,49.08
ike,bowserjr,946,912,1858,50.91,49.09
duckhunt,miigunner,251,242,493,50.91,49.09
miiswordfighter,mewtwo,253,244,497,50.91,49.09
iceclimbers,sora,478,461,939,50.91,49.09
incineroar,yoshi,3011,2904,5915,50.90,49.10
littlemac,terry,2336,2253,4589,50.90,49.10
lucario,pichu,338,326,664,50.90,49.10
shulk,ness,1465,1413,2878,50.90,49.10
metaknight,fox,733,707,1440,50.90,49.10
banjokazooie,yoshi,2213,2135,4348,50.90,49.10
toonlink,ness,1873,1807,3680,50.90,49.10
bowserjr,iceclimbers,427,412,839,50.89,49.11
miiswordfighter,hero,744,718,1462,50.89,49.11
wario,banjokazooie,922,890,1812,50.88,49.12
kazuya,mrgameandwatch,1902,1836,3738,50.88,49.12
miiswordfighter,peach,231,223,454,50.88,49.12
robin,greninja,1013,978,1991,50.88,49.12
wiifittrainer,duckhunt,550,531,1081,50.88,49.12
greninja,miibrawler,927,895,1822,50.88,49.12
younglink,byleth,1277,1233,2510,50.88,49.12
pit,roy,756,730,1486,50.87,49.13
cloud,pyra,5034,4861,9895,50.87,49.13
mario,piranhaplant,1515,1463,2978,50.87,49.13
isabelle,incineroar,1049,1013,2062,50.87,49.13
robin,miibrawler,584,564,1148,50.87,49.13
megaman,sonic,1227,1185,2412,50.87,49.13
mario,inkling,2865,2767,5632,50.87,49.13
kingkrool,pokemontrainer,2895,2796,5691,50.87,49.13
bowser,ryu,790,763,1553,50.87,49.13
iceclimbers,miibrawler,440,425,865,50.87,49.13
piranhaplant,lucas,915,884,1799,50.86,49.14
iceclimbers,samus,621,600,1221,50.86,49.14
samus,greninja,1924,1859,3783,50.86,49.14
ness,bowser,5633,5443,11076,50.86,49.14
yoshi,shulk,1522,1471,2993,50.85,49.15
pokemontrainer,lucas,2155,2083,4238,50.85,49.15
olimar,roy,480,464,944,50.85,49.15
richter,ken,482,466,948,50.84,49.16
robin,metaknight,452,437,889,50.84,49.16
pichu,corrin,485,469,954,50.84,49.16
simon,snake,549,531,1080,50.83,49.17
metaknight,captainfalcon,977,945,1922,50.83,49.17
ridley,darksamus,401,388,789,50.82,49.18
shulk,isabelle,497,481,978,50.82,49.18
link,ness,3362,3254,6616,50.82,49.18
luigi,hero,2000,1936,3936,50.81,49.19
chrom,ganondorf,751,727,1478,50.81,49.19
younglink,diddykong,1221,1182,2403,50.81,49.19
samus,terry,3043,2946,5989,50.81,49.19
mrgameandwatch,ridley,1198,1160,2358,50.81,49.19
miibrawler,piranhaplant,507,491,998,50.80,49.20
megaman,pacman,958,928,1886,50.80,49.20
miiswordfighter,bayonetta,608,589,1197,50.79,49.21
littlemac,kirby,1449,1404,2853,50.79,49.21
hero,diddykong,1161,1125,2286,50.79,49.21
kazuya,shulk,969,939,1908,50.79,49.21
robin,wario,712,690,1402,50.78,49.22
pokemontrainer,greninja,2429,2354,4783,50.78,49.22
wario,shulk,648,628,1276,50.78,49.22
miibrawler,duckhunt,486,471,957,50.78,49.22
peach,rosalina,293,284,577,50.78,49.22
link,falco,2419,2345,4764,50.78,49.22
toonlink,pichu,495,480,975,50.77,49.23
rob,miiswordfighter,924,896,1820,50.77,49.23
cloud,link,3996,3875,7871,50.77,49.23
wiifittrainer,ness,2246,2178,4424,50.77,49.23
peach,toonlink,497,482,979,50.77,49.23
wolf,hero,2422,2349,4771,50.77,49.23
wario,ganondorf,865,839,1704,50.76,49.24
shulk,kirby,667,647,1314,50.76,49.24
captainfalcon,chrom,1101,1068,2169,50.76,49.24
toonlink,mario,1439,1396,2835,50.76,49.24
bayonetta,luigi,1821,1767,3588,50.75,49.25
littlemac,sheik,473,459,932,50.75,49.25
greninja,link,1762,1710,3472,50.75,49.25
incineroar,olimar,407,395,802,50.75,49.25
greninja,mario,2141,2078,4219,50.75,49.25
iceclimbers,megaman,272,264,536,50.75,49.25
ganondorf,sora,1020,990,2010,50.75,49.25
peach,link,988,959,1947,50.74,49.26
ken,rosalina,341,331,672,50.74,49.26
lucina,marth,1066,1035,2101,50.74,49.26
link,chrom,1035,1005,2040,50.74,49.26
isabelle,daisy,174,169,343,50.73,49.27
sora,pokemontrainer,1680,1632,3312,50.72,49.28
